_id,review_scores_value,RatingPrediccion_scaled
34177.0,9.000000,10.000000
48305.0,8.000000,4.444440
125656.0,10.000000,8.888890
182139.0,10.000000,10.000000
191079.0,9.000000,8.888890
223200.0,9.000000,8.888890
251414.0,10.000000,10.000000
290608.0,10.000000,8.888890
293754.0,10.000000,8.888890
296910.0,9.000000,10.000000
297908.0,9.000000,10.000000
310233.0,10.000000,8.888890
313223.0,9.000000,10.000000
316355.0,8.000000,8.888890
323213.0,10.000000,2.222220
332150.0,10.000000,10.000000
336569.0,9.000000,10.000000
349618.0,9.000000,10.000000
369336.0,9.000000,10.000000
469638.0,10.000000,8.888890
484267.0,10.000000,10.000000
486337.0,8.000000,8.888890
490098.0,10.000000,10.000000
507117.0,10.000000,1.111110
516720.0,10.000000,1.111110
536526.0,9.000000,8.888890
555588.0,9.000000,4.444440
564564.0,9.000000,6.666670
573086.0,9.000000,10.000000
575662.0,10.000000,1.111110
645976.0,10.000000,6.666670
690895.0,10.000000,5.555560
744242.0,9.000000,8.888890
745923.0,8.000000,10.000000
746187.0,9.000000,10.000000
808744.0,10.000000,10.000000
836433.0,9.000000,10.000000
846689.0,10.000000,10.000000
878307.0,9.000000,8.888890
880678.0,9.000000,10.000000
961596.0,9.000000,5.555560
1038163.0,9.000000,8.888890
1058555.0,9.000000,8.888890
1063491.0,9.000000,10.000000
1074008.0,9.000000,1.111110
1163119.0,9.000000,8.888890
1182475.0,9.000000,8.888890
1215226.0,8.000000,8.888890
1255979.0,9.000000,8.888890
1264811.0,9.000000,10.000000
1273526.0,8.000000,8.888890
1284892.0,10.000000,8.888890
1304552.0,9.000000,10.000000
1310141.0,9.000000,8.888890
1408997.0,9.000000,10.000000
1410460.0,9.000000,10.000000
1413677.0,10.000000,10.000000
1427233.0,9.000000,10.000000
1476508.0,10.000000,8.888890
1503655.0,10.000000,10.000000
1530241.0,8.000000,10.000000
1550449.0,9.000000,9.259260
1560753.0,10.000000,10.000000
1574416.0,10.000000,10.000000
1593570.0,9.000000,10.000000
1635900.0,10.000000,10.000000
1637159.0,10.000000,10.000000
1661373.0,8.000000,4.444440
1676806.0,10.000000,10.000000
1677735.0,8.000000,2.222220
1685970.0,10.000000,1.111110
1760846.0,10.000000,10.000000
1797689.0,10.000000,10.000000
1821758.0,9.000000,10.000000
1844578.0,9.000000,10.000000
1912695.0,8.000000,10.000000
1925045.0,10.000000,8.888890
1940174.0,10.000000,10.000000
